"행정구역분류 총괄표",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2010.4.1","행정구역명","2010.1.1","행정구역명","2009.10.1","행정구역명","2009.7.1","행정구역명","2009.4.1","행정구역명","2009.1.1","행정구역명","2008.10.1","행정구역명","2008.7.1","행정구역명","2008.4.1","행정구역명","2008.1.1","행정구역명","2007.10.1","행정구역명","2007.7.1","행정구역명","2007.4.1","행정구역명","2007.1.1","행정구역명","2006.10.1","행정구역명","2006.7.1","행정구역명","2006.4.1","행정구역명","2006.1.1","행정구역명","2005.10.1","행정구역명","2005.7.1","행정구역명","2005.4.1","행정구역명","2005.1.1","행정구역명","2004.10.1","행정구역명","2004.7.1","행정구역명","2004.4.1","행정구역명","2004.1.1","행정구역명","2003.10.1","행정구역명","2003.7.1","행정구역명","2003.4.1","행정구역명","2003.1.1","행정구역명",,"2002.12.31","행정구역명","2002.10.1","행정구역명","2002.7.1","행정구역명","2002.4.1","행정구역명","2002.1.1","행정구역명",,"2001.1. 1","행정구역명",,"2000.1. 1","행정구역명",,"99. 1. 1","행정구역명"
1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",,1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",1102062,"신당2동",,1102062,"신당2동",,1102062,"신당2동",,1102062,"신당2동"
1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",,1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",1102063,"신당3동",,1102063,"신당3동",,1102063,"신당3동",,1102063,"신당3동"
1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",,1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",1102064,"신당4동",,1102064,"신당4동",,1102064,"신당4동",,1102064,"신당4동"
1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",,1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",1102065,"신당5동",,1102065,"신당5동",,1102065,"신당5동",,1102065,"신당5동"
1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",,1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",1102066,"신당6동",,1102066,"신당6동",,1102066,"신당6동",,1102066,"신당6동"
1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",,1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",1102067,"황학동",,1102067,"황학동",,1102067,"황학동",,1102067,"황학동"
1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",,1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",1102068,"중림동",,1102068,"중림동",,1102068,"중림동",,1102068,"중림동"
11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",,11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",11030,"용산구",,11030,"용산구",,11030,"용산구",,11030,"용산구"
1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",,1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",1103051,"후암동",,1103051,"후암동",,1103051,"후암동",,1103051,"후암동"
1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",,1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",1103052,"용산2가동",,1103052,"용산2가동",,1103052,"용산2가동",,1103052,"용산2가동"
1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",,1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",1103053,"남영동",,1103053,"남영동",,1103053,"남영동",,1103053,"남영동"
1103071,"청파동",1103071,"청파동",1103071,"청파동",1103071,"청파동",1103071,"청파동",1103071,"청파동",1103071,"청파동",1103071,"청파동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",,1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",1103054,"청파1동",,1103054,"청파1동",,1103054,"청파1동",,1103054,"청파1동"
,,,,,,,,,,,,,,,,1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",,1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",1103055,"청파2동",,1103055,"청파2동",,1103055,"청파2동",,1103055,"청파2동"
1103072,"원효로1동",1103072,"원효로1동",1103072,"원효로1동",1103072,"원효로1동",1103072,"원효로1동",1103072,"원효로1동",1103072,"원효로1동",1103072,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",,1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",1103056,"원효로1동",,1103056,"원효로1동",,1103056,"원효로1동",,1103056,"원효로1동"
,,,,,,,,,,,,,,,,1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",,1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",1103060,"한강로1동",,1103060,"한강로1동",,1103060,"한강로1동",,1103060,"한강로1동"
1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",,1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",1103057,"원효로2동",,1103057,"원효로2동",,1103057,"원효로2동",,1103057,"원효로2동"
1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",,1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",1103058,"효창동",,1103058,"효창동",,1103058,"효창동",,1103058,"효창동"
1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",,1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",1103059,"용문동",,1103059,"용문동",,1103059,"용문동",,1103059,"용문동"
1103073,"한강로동",1103073,"한강로동",1103073,"한강로동",1103073,"한강로동",1103073,"한강로동",1103073,"한강로동",1103073,"한강로동",1103073,"한강로동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",,1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",1103061,"한강로2동",,1103061,"한강로2동",,1103061,"한강로2동",,1103061,"한강로2동"
,,,,,,,,,,,,,,,,1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",,1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",1103062,"한강로3동",,1103062,"한강로3동",,1103062,"한강로3동",,1103062,"한강로3동"
1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",,1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",1103063,"이촌1동",,1103063,"이촌1동",,1103063,"이촌1동",,1103063,"이촌1동"
1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",,1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",1103064,"이촌2동",,1103064,"이촌2동",,1103064,"이촌2동",,1103064,"이촌2동"
1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",,1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",1103065,"이태원1동",,1103065,"이태원1동",,1103065,"이태원1동",,1103065,"이태원1동"
1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",,1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",1103066,"이태원2동",,1103066,"이태원2동",,1103066,"이태원2동",,1103066,"이태원2동"
1103074,"한남동",1103074,"한남동",1103074,"한남동",1103074,"한남동",1103074,"한남동",1103074,"한남동",1103074,"한남동",1103074,"한남동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",,1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",1103067,"한남1동",,1103067,"한남1동",,1103067,"한남1동",,1103067,"한남1동"
